NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL
Class,Field,Name,Class,Field,Name,Name,Notes
Gui,*,field_923_k,*,*,*,zLevel,""
Minecraft,*,field_9240_E,*,*,*,frameTimes,""
Minecraft,*,field_9241_z,*,*,*,mcApplet,""
Minecraft,*,field_9242_w,*,*,*,field_9242_w,""
Minecraft,*,field_9243_r,*,*,*,entityRenderer,""
Minecraft,*,field_9244_k,*,*,*,mcCanvas,""
Render,*,field_9246_c,*,*,*,shadowSize,""
Block,*,field_9247_l,*,*,*,soundSandFootstep,""
Block,*,field_9248_k,*,*,*,soundClothFootstep,""
Block,*,field_9249_j,*,*,*,soundGlassFootstep,""
Block,*,field_9250_i,*,*,*,soundMetalFootstep,""
Block,*,field_9251_h,*,*,*,soundStoneFootstep,""
Block,*,field_9252_g,*,*,*,soundGrassFootstep,""
Block,*,field_9253_f,*,*,*,soundGravelFootstep,""
Block,*,field_9254_e,*,*,*,soundWoodFootstep,""
Block,*,field_9255_Z,*,*,*,field_9255_Z,""
Block,*,field_9256_Y,*,*,*,field_9256_Y,""
Block,*,field_9257_X,*,*,*,field_9257_X,""
Block,*,field_9258_W,*,*,*,field_9258_W,""
Block,*,field_9259_V,*,*,*,field_9259_V,""
Block,*,field_9260_U,*,*,*,field_9260_U,""
Block,*,field_9261_T,*,*,*,field_9261_T,""
Block,*,field_9262_S,*,*,*,blockBed,"Is the block that build the bed in the world."
Block,*,field_9263_R,*,*,*,musicBlock,""
Block,*,field_9264_Q,*,*,*,sandStone,""
Block,*,field_9265_P,*,*,*,dispenser,""
Block,*,field_9266_O,*,*,*,blockLapis,""
Block,*,field_9267_N,*,*,*,oreLapis,""
Block,*,field_9268_ac,*,*,*,field_9268_ac,""
Block,*,field_9269_aa,*,*,*,field_9269_aa,""
Packet38,*,field_9273_b,*,*,*,entityStatus,"2 for hurt, 3 for dead"
Packet38,*,field_9274_a,*,*,*,entityId,""
Packet8,*,field_9275_a,*,*,*,healthMP,"Variable used for incoming health packets"
Packet7,*,field_9276_b,*,*,*,targetEntity,"The entity the player is interacting with"
Packet7,*,field_9277_a,*,*,*,playerEntityId,"The entity of the player (ignored by the server)"
Packet7,*,field_9278_c,*,*,*,isLeftClick,"Seems to be true when the player is pointing at an entity and left-clicking and false when right-clicking."
Entity,*,field_9283_av,*,*,*,prevPosZ,""
Entity,*,field_9284_au,*,*,*,prevPosY,""
Entity,*,field_9285_at,*,*,*,prevPosX,""
Entity,*,field_9286_aZ,*,*,*,stepHeight,"How high this entity can step up when running into a block to try to get over it (currently make note the entity will always step up this amount and not just the amount needed)"
Entity,*,field_9287_aY,*,*,*,ySize,""
Entity,*,field_9288_aU,*,*,*,fallDistance,""
Entity,*,field_9290_aS,*,*,*,distanceWalkedModified,"The distance walked multiplied by 0.6"
Entity,*,field_9291_aR,*,*,*,prevDistanceWalkedModified,"The previous ticks distance walked multiplied by 0.6"
Entity,*,field_9292_aO,*,*,*,yOffset,""
Entity,*,field_9293_aM,*,*,*,field_9293_aM,""
Entity,*,field_9294_aL,*,*,*,beenAttacked,"Not actually used by anything. Starts off false but gets set true the first time the entity gets attacked."
Entity,*,field_9295_aK,*,*,*,isCollided,"True if after a move this entity has collided with something either vertically or horizontally"
Entity,*,field_9296_aJ,*,*,*,isCollidedVertically,"True if after a move this entity has collided with something on Y-axis"
Entity,*,field_9297_aI,*,*,*,isCollidedHorizontally,"True if after a move this entity has collided with something on X- or Z-axis"
Entity,*,field_9298_aH,*,*,*,onGround,""
GuiIngame,*,field_929_e,*,*,*,chatMessageList,"A list with all the chat messages in."
Entity,*,field_9301_bt,*,*,*,serverPosZ,""
Entity,*,field_9302_bs,*,*,*,serverPosY,""
Entity,*,field_9303_br,*,*,*,serverPosX,""
Entity,*,field_9304_bm,*,*,*,isImmuneToFire,""
Entity,*,field_9305_bk,*,*,*,air,""
Entity,*,field_9306_bj,*,*,*,field_9306_bj,""
Entity,*,field_9307_bi,*,*,*,inWater,"Whether this entity is currently inside of water (if it handles water movement that is)"
Entity,*,field_9308_bh,*,*,*,maxAir,""
Entity,*,field_9309_bg,*,*,*,fire,""
GuiIngame,*,field_930_d,*,*,*,itemRenderer,""
Entity,*,field_9310_bf,*,*,*,fireResistance,"The amount of ticks you have to stand inside of fire before be set on fire"
Entity,*,field_9311_be,*,*,*,ticksExisted,"How many ticks has this entity had ran since being alive"
Entity,*,field_9312_bd,*,*,*,rand,""
Entity,*,field_9313_bc,*,*,*,field_9313_bc,""
Entity,*,field_9314_ba,*,*,*,noClip,"Whether this entity won't clip with collision or not (make note it won't disable gravity)"
EntityArrow,*,field_9315_g,*,*,*,inGround,""
EntityArrow,*,field_9316_f,*,*,*,inTile,""
EntityArrow,*,field_9317_e,*,*,*,zTile,""
EntityArrow,*,field_9318_d,*,*,*,yTile,""
EntityArrow,*,field_9319_c,*,*,*,xTile,""
GuiIngame,*,field_931_c,*,*,*,prevVignetteBrightness,"Previous frame vignette brightness (slowly changes by 1% each frame)"
EntityPainting,*,field_9320_f,*,*,*,zPosition,""
EntityPainting,*,field_9321_e,*,*,*,yPosition,""
EntityPainting,*,field_9322_d,*,*,*,xPosition,""
EntityLiving,*,field_9323_Z,*,*,*,newPosX,"The new X position to be applied to the entity."
EntityLiving,*,field_9324_Y,*,*,*,newPosRotationIncrements,"The number of updates over which the new position and rotation are to be applied to the entity."
EntityLiving,*,field_9325_U,*,*,*,field_9325_U,""
EntityLiving,*,field_9326_T,*,*,*,field_9326_T,""
EntityLiving,*,field_9327_S,*,*,*,unused_flag,"This gets set on entity death, but never used. Looks like a duplicate of isDead"
EntityLiving,*,field_9328_R,*,*,*,field_9328_R,""
EntityLiving,*,field_9329_Q,*,*,*,cameraPitch,""
EntityLiving,*,field_9330_P,*,*,*,attackTime,""
EntityLiving,*,field_9331_N,*,*,*,attackedAtYaw,"The yaw at which this entity was last attacked from."
EntityLiving,*,field_9332_M,*,*,*,maxHurtTime,"What the hurt time was max set to last."
EntityLiving,*,field_9333_am,*,*,*,moveSpeed,""
EntityLiving,*,field_9334_al,*,*,*,defaultPitch,""
EntityLiving,*,field_9335_K,*,*,*,prevHealth,""
EntityLiving,*,field_9336_ak,*,*,*,isJumping,"used to check whether entity is jumping."
EntityLiving,*,field_9337_J,*,*,*,health,""
EntityLiving,*,field_9338_aj,*,*,*,randomYawVelocity,""
EntityLiving,*,field_9339_I,*,*,*,swingProgress,""
GuiIngame,*,field_933_a,*,*,*,field_933_a,""
EntityLiving,*,field_9340_ai,*,*,*,moveForward,""
EntityLiving,*,field_9341_H,*,*,*,prevSwingProgress,""
EntityLiving,*,field_9342_ah,*,*,*,moveStrafing,""
EntityLiving,*,field_9343_G,*,*,*,field_9343_G,""
EntityLiving,*,field_9344_ag,*,*,*,field_9344_ag,""
EntityLiving,*,field_9345_F,*,*,*,field_9345_F,""
EntityLiving,*,field_9346_af,*,*,*,field_9346_af,""
EntityLiving,*,field_9347_E,*,*,*,scoreValue,"The score value of the Mob, the amount of points the mob is worth."
EntityLiving,*,field_9348_ae,*,*,*,field_9348_ae,""
EntityLiving,*,field_9349_D,*,*,*,field_9349_D,""
GuiButton,*,field_934_b,*,*,*,height,"The height of this control."
EntityLiving,*,field_9350_ad,*,*,*,newRotationPitch,"The new yaw rotation to be applied to the entity."
EntityLiving,*,field_9351_C,*,*,*,field_9351_C,""
EntityLiving,*,field_9352_ac,*,*,*,newRotationYaw,"The new yaw rotation to be applied to the entity."
EntityLiving,*,field_9353_B,*,*,*,field_9353_B,""
EntityLiving,*,field_9354_ab,*,*,*,newPosZ,"The new Z position to be applied to the entity."
EntityLiving,*,field_9355_A,*,*,*,field_9355_A,""
EntityLiving,*,field_9356_aa,*,*,*,newPosY,"The new Y position to be applied to the entity."
EntityLiving,*,field_9357_z,*,*,*,texture,""
EntityLiving,*,field_9358_y,*,*,*,field_9358_y,""
EntityLiving,*,field_9359_x,*,*,*,field_9359_x,""
GuiButton,*,field_935_a,*,*,*,width,"The width of this control."
EntityLiving,*,field_9360_w,*,*,*,field_9360_w,""
EntityLiving,*,field_9361_v,*,*,*,field_9361_v,""
EntityLiving,*,field_9362_u,*,*,*,field_9362_u,""
EntityLiving,*,field_9363_r,*,*,*,field_9363_r,""
EntityLiving,*,field_9365_p,*,*,*,field_9365_p,""
EntityLiving,*,field_9366_o,*,*,*,field_9366_o,""
EntityPlayer,*,field_9368_k,*,*,*,swingProgressInt,""
EntityPlayer,*,field_9369_j,*,*,*,isSwinging,"Whether the player is swinging the current item in their hand."
GuiButton,*,field_936_h,*,*,*,enabled2,"This is always true. Doesn't do anything currently but looks like it could be for enabling/disabling a control in the future."
EntityPlayer,*,field_9370_g,*,*,*,score,""
EntityPlayer,*,field_9371_f,*,*,*,field_9371_f,""
EntityPlayerSP,*,field_9373_b,*,*,*,field_9373_b,""
EntityPlayerSP,*,field_9374_bx,*,*,*,inPortal,"Whether the player is currently inside a portal."
EntityClientPlayerMP,*,field_9376_bB,*,*,*,field_9376_bB,""
EntityClientPlayerMP,*,field_9377_bA,*,*,*,field_9377_bA,""
EntityClientPlayerMP,*,field_9378_bz,*,*,*,field_9378_bz,""
EntityClientPlayerMP,*,field_9379_by,*,*,*,field_9379_by,""
GuiButton,*,field_937_g,*,*,*,enabled,"True if this control is enabled, false to disable."
EntityClientPlayerMP,*,field_9380_bx,*,*,*,field_9380_bx,""
EntityClientPlayerMP,*,field_9381_bG,*,*,*,field_9381_bG,""
EntityClientPlayerMP,*,field_9382_bF,*,*,*,field_9382_bF,""
EntityClientPlayerMP,*,field_9384_bD,*,*,*,field_9384_bD,""
EntityClientPlayerMP,*,field_9385_bC,*,*,*,field_9385_bC,""
EntityBoat,*,field_9386_l,*,*,*,field_9386_l,""
EntityBoat,*,field_9387_k,*,*,*,field_9387_k,""
EntityBoat,*,field_9388_j,*,*,*,field_9388_j,""
EntityBoat,*,field_9389_i,*,*,*,field_9389_i,""
GuiButton,*,field_938_f,*,*,*,id,"ID for this control."
EntityBoat,*,field_9390_h,*,*,*,field_9390_h,""
EntityBoat,*,field_9391_g,*,*,*,field_9391_g,""
EntityBoat,*,field_9392_f,*,*,*,field_9392_f,""
EntityBoat,*,field_9393_e,*,*,*,field_9393_e,""
EntityBoat,*,field_9394_d,*,*,*,field_9394_d,""
EntityFireball,*,field_9395_l,*,*,*,field_9395_l,""
EntityFireball,*,field_9396_k,*,*,*,field_9396_k,""
EntityFireball,*,field_9397_j,*,*,*,field_9397_j,""
EntityFireball,*,field_9398_i,*,*,*,field_9398_i,""
EntityFireball,*,field_9399_h,*,*,*,field_9399_h,""
GuiButton,*,field_939_e,*,*,*,displayString,"The string displayed on this control."
EntityFireball,*,field_9400_g,*,*,*,field_9400_g,""
EntityFireball,*,field_9401_f,*,*,*,field_9401_f,""
EntityFireball,*,field_9402_e,*,*,*,field_9402_e,""
EntityFireball,*,field_9403_d,*,*,*,field_9403_d,""
EntityFireball,*,field_9404_c,*,*,*,field_9404_c,""
EntityFireball,*,field_9405_b,*,*,*,field_9405_b,""
EntityFireball,*,field_9406_a,*,*,*,field_9406_a,""
EntityMinecart,*,field_9407_s,*,*,*,field_9407_s,""
EntityMinecart,*,field_9408_r,*,*,*,field_9408_r,""
EntityMinecart,*,field_9409_q,*,*,*,field_9409_q,""
GuiButton,*,field_940_d,*,*,*,yPosition,"The y position of this control."
EntityMinecart,*,field_9410_p,*,*,*,field_9410_p,""
EntityMinecart,*,field_9411_o,*,*,*,field_9411_o,""
EntityMinecart,*,field_9412_n,*,*,*,field_9412_n,""
EntityMinecart,*,field_9413_m,*,*,*,field_9413_m,""
EntityMinecart,*,field_9414_l,*,*,*,field_9414_l,""
EntityMinecart,*,field_9415_k,*,*,*,field_9415_k,""
EntityMinecart,*,field_9416_g,*,*,*,pushZ,""
EntityMinecart,*,field_9417_f,*,*,*,pushX,""
EntityMinecart,*,field_9418_e,*,*,*,fuel,""
GuiIngame,*,field_9419_j,*,*,*,recordPlayingUpFor,"How many ticks the record playing message will be displayed"
GuiButton,*,field_941_c,*,*,*,xPosition,"The x position of this control."
GuiIngame,*,field_9420_i,*,*,*,recordPlaying,"The string specifying which record music is playing"
GuiIngame,*,field_9421_h,*,*,*,updateCounter,""
GuiIngame,*,field_9422_g,*,*,*,mc,""
GuiIngame,*,field_9423_f,*,*,*,rand,""
World,*,field_9426_L,*,*,*,field_9426_L,""
World,*,field_9427_K,*,*,*,field_9427_K,""
World,*,field_9428_I,*,*,*,field_9428_I,""
World,*,field_9429_y,*,*,*,field_9429_y,""
GuiSlider,*,field_942_l,*,*,*,idFloat,"Additional ID for this slider control."
World,*,field_9430_x,*,*,*,findingSpawnPoint,"Boolean that is set to true when trying to find a spawn point"
World,*,field_9434_r,*,*,*,worldAccesses,""
World,*,field_9435_j,*,*,*,autosavePeriod,""
World,*,field_9436_h,*,*,*,field_9436_h,""
World,*,field_9437_g,*,*,*,field_9437_g,""
PlayerControllerMP,*,field_9438_k,*,*,*,netClientHandler,""
PlayerControllerMP,*,field_9439_j,*,*,*,field_9439_j,""
GuiSlider,*,field_943_j,*,*,*,dragging,"Is this slider control being dragged."
PlayerControllerMP,*,field_9440_i,*,*,*,field_9440_i,""
PlayerControllerMP,*,field_9441_h,*,*,*,field_9441_h,""
PlayerControllerMP,*,field_9442_f,*,*,*,field_9442_f,""
PlayerControllerMP,*,field_9443_e,*,*,*,field_9443_e,""
PlayerControllerMP,*,field_9444_d,*,*,*,field_9444_d,""
PlayerControllerMP,*,field_9445_c,*,*,*,field_9445_c,""
GuiSlider,*,field_944_i,*,*,*,sliderValue,"The value of this slider control."
ItemRenderer,*,field_9451_b,*,*,*,itemToRender,""
ItemRenderer,*,field_9452_d,*,*,*,prevEquippedProgress,""
ItemRenderer,*,field_9453_c,*,*,*,equippedProgress,"How far the current item has been equipped (0 disequipped and 1 fully up)"
GuiScreen,*,field_945_b,*,*,*,mc,"Reference to the Minecraft object."
GuiScreen,*,field_946_a,*,*,*,selectedButton,"The button that was just pressed."
GuiScreen,*,field_948_f,*,*,*,field_948_f,""
GuiScreen,*,field_949_e,*,*,*,controlList,"A list of all the controls added to this container."
GuiScreen,*,field_950_d,*,*,*,height,"The height of the screen object."
GuiScreen,*,field_951_c,*,*,*,width,"The width of the screen object."
GuiConnecting,*,field_952_a,*,*,*,clientHandler,"A reference to the NetClientHandler."
GuiConnecting,*,field_953_h,*,*,*,cancelled,"True if the connection attempt has been cancelled."
GuiControls,*,field_954_a,*,*,*,screenTitle,"The title string that is displayed in the top-center of the screen."
GuiControls,*,field_955_j,*,*,*,buttonId,"The ID of the  button that has been pressed."
GuiControls,*,field_956_i,*,*,*,options,"Reference to the GameSettings object."
GuiControls,*,field_957_h,*,*,*,parentScreen,"A reference to the screen object that created this. Used for navigating between screens."
GuiSelectWorld,*,field_958_a,*,*,*,parentScreen,"A reference to the screen object that created this. Used for navigating between screens."
GuiSelectWorld,*,field_959_i,*,*,*,selected,"True if a world has been selected."
GuiSelectWorld,*,field_960_h,*,*,*,screenTitle,"The title string that is displayed in the top-center of the screen."
GuiYesNo,*,field_961_a,*,*,*,parentScreen,"A reference to the screen object that created this. Used for navigating between screens."
GuiYesNo,*,field_962_j,*,*,*,worldNumber,"World number to be deleted."
GuiYesNo,*,field_963_i,*,*,*,message2,"Second line of text."
GuiYesNo,*,field_964_h,*,*,*,message1,"First line of text."
GuiConflictWarning,*,field_965_a,*,*,*,updateCounter,"Counts the number of screen updates. Not used."
GuiIngameMenu,*,field_966_a,*,*,*,updateCounter2,"Also counts the number of updates, not certain as to why yet."
GuiIngameMenu,*,field_967_h,*,*,*,updateCounter,"Counts the number of screen updates."
GuiMultiplayer,*,field_968_a,*,*,*,parentScreen,"A reference to the screen object that created this. Used for navigating between screens."
GuiContainer,*,field_971_a,*,*,*,xSize,"The X size of the inventory window in pixels."
GuiContainer,*,field_972_j,*,*,*,itemRenderer,"Stacks renderer. Icons, stack size, health, etc..."
GuiContainer,*,field_973_i,*,*,*,inventorySlots,"A list of the players inventory slots."
GuiContainer,*,field_974_h,*,*,*,ySize,"The Y size of the inventory window in pixels."
GuiInventory,*,field_975_m,*,*,*,ySize_lo,"y size of the inventory window in pixels. Defined as float, passed as int."
GuiInventory,*,field_976_l,*,*,*,xSize_lo,"x size of the inventory window in pixels. Defined as float, passed as int"
GuiFurnace,*,field_978_j,*,*,*,furnaceInventory,""
GuiChest,*,field_980_m,*,*,*,inventoryRows,"window height is calculated with this values, the more rows, the heigher"
GuiChest,*,field_981_l,*,*,*,lowerChestInventory,""
GuiChest,*,field_982_j,*,*,*,upperChestInventory,""
GuiDownloadTerrain,*,field_983_a,*,*,*,netHandler,"Network object that downloads the terrain data."
GuiDownloadTerrain,*,field_984_h,*,*,*,updateCounter,"Counts the number of screen updates."
GuiChat,*,field_985_a,*,*,*,message,"The chat message."
GuiChat,*,field_986_h,*,*,*,updateCounter,"Counts the number of screen updates. Used to make the caret flash."
GuiMainMenu,*,field_989_j,*,*,*,updateCounter,"Counts the number of screen updates."
GuiConnectFailed,*,field_992_a,*,*,*,errorMessage,"The error message."
GuiConnectFailed,*,field_993_h,*,*,*,errorDetail,"The details about the error."
GuiOptions,*,field_994_a,*,*,*,screenTitle,"The title string that is displayed in the top-center of the screen."
GuiOptions,*,field_995_i,*,*,*,options,"Reference to the GameSettings object."
GuiOptions,*,field_996_h,*,*,*,parentScreen,"A reference to the screen object that created this. Used for navigating between screens."
GuiUnused,*,field_997_a,*,*,*,message1,"Unused class. Would contain a message drawn to the center of the screen."
GuiUnused,*,field_998_h,*,*,*,message2,"Unused class. Would contain a message drawn to the center of the screen."
GuiEditSign,*,field_999_a,*,*,*,screenTitle,"The title string that is displayed in the top-center of the screen."
EnumOS1,*,linux,*,*,*,linux,""
EnumOS2,*,linux,*,*,*,linux,""
EnumOS1,*,macos,*,*,*,macos,""
EnumOS2,*,macos,*,*,*,macos,""
EnumMobType,*,mobs,*,*,*,mobs,""
EnumCreatureType,*,monster,*,*,*,monster,""
EnumMobType,*,players,*,*,*,players,""
EnumOS1,*,solaris,*,*,*,solaris,""
EnumOS2,*,solaris,*,*,*,solaris,""
EnumOS1,*,unknown,*,*,*,unknown,""
EnumOS2,*,unknown,*,*,*,unknown,""
EnumCreatureType,*,waterCreature,*,*,*,waterCreature,""
EnumOS1,*,windows,*,*,*,windows,""
EnumOS2,*,windows,*,*,*,windows,""
*,*,*,EnumSkyBlock,*,$VALUES,$VALUES,""
*,*,*,EnumArt,*,$VALUES,$VALUES,""
*,*,*,EnumToolMaterial,*,$VALUES,$VALUES,""
*,*,*,EnumMovingObjectType,*,$VALUES,$VALUES,""
*,*,*,EnumStatus,*,$VALUES,$VALUES,""
*,*,*,EnumMobType,*,$VALUES,$VALUES,""
*,*,*,EnumCreatureType,*,$VALUES,$VALUES,""
*,*,*,EnumArt,*,Alban,Alban,""
*,*,*,EnumArt,*,Aztec,Aztec,""
*,*,*,EnumArt,*,Aztec2,Aztec2,""
*,*,*,EnumSkyBlock,*,Block,Block,""
*,*,*,EnumArt,*,Bomb,Bomb,""
*,*,*,EnumArt,*,BurningSkull,BurningSkull,""
*,*,*,EnumArt,*,Bust,Bust,""
*,*,*,EnumArt,*,Courbet,Courbet,""
*,*,*,EnumArt,*,Creebet,Creebet,""
*,*,*,EnumArt,*,DonkeyKong,DonkeyKong,""
*,*,*,EnumToolMaterial,*,EMERALD,EMERALD,""
*,*,*,EnumMovingObjectType,*,ENTITY,ENTITY,""
*,*,*,EnumArt,*,Fighters,Fighters,""
*,*,*,EnumToolMaterial,*,GOLD,GOLD,""
*,*,*,EnumArt,*,Graham,Graham,""
*,*,*,EnumToolMaterial,*,IRON,IRON,""
*,*,*,EnumArt,*,Kebab,Kebab,""
*,*,*,EnumArt,*,Match,Match,""
*,*,*,EnumStatus,*,NOT_POSSIBLE_HERE,NOT_POSSIBLE_HERE,""
*,*,*,EnumStatus,*,NOT_POSSIBLE_NOW,NOT_POSSIBLE_NOW,""
*,*,*,EnumStatus,*,OK,OK,""
*,*,*,EnumStatus,*,OTHER_PROBLEM,OTHER_PROBLEM,""
*,*,*,EnumArt,*,Pigscene,Pigscene,""
*,*,*,EnumArt,*,Plant,Plant,""
*,*,*,EnumArt,*,Pointer,Pointer,""
*,*,*,EnumArt,*,Pool,Pool,""
*,*,*,EnumToolMaterial,*,STONE,STONE,""
*,*,*,EnumArt,*,Sea,Sea,""
*,*,*,EnumArt,*,Skeleton,Skeleton,""
*,*,*,EnumArt,*,SkullAndRoses,SkullAndRoses,""
*,*,*,EnumSkyBlock,*,Sky,Sky,""
*,*,*,EnumArt,*,Stage,Stage,""
*,*,*,EnumArt,*,Sunset,Sunset,""
*,*,*,EnumMovingObjectType,*,TILE,TILE,""
*,*,*,EnumStatus,*,TOO_FAR_AWAY,TOO_FAR_AWAY,""
*,*,*,EnumArt,*,Void,Void,""
*,*,*,EnumToolMaterial,*,WOOD,WOOD,""
*,*,*,EnumArt,*,Wanderer,Wanderer,""
*,*,*,EnumArt,*,Wasteland,Wasteland,""
*,*,*,EnumCreatureType,*,creature,creature,""
*,*,*,EnumMobType,*,everything,everything,""
*,*,*,GuiLogOutputHandler,*,field_1000_d,field_1000_d,""
*,*,*,GuiLogOutputHandler,*,field_1001_c,field_1001_c,""
*,*,*,PlayerNBTManager,*,field_1002_b,worldFile,"The world folder where all the world data is stored."
*,*,*,PlayerNBTManager,*,field_1003_a,logger,"Reference to the logger."
*,*,*,PathEntity,*,field_1004_b,points,"The actual points in the path"
*,*,*,PathEntity,*,field_1005_a,pathLength,"The total length of the path"
*,*,*,PathEntity,*,field_1006_c,pathIndex,"The index of the current point in the path"
*,*,*,PathPoint,*,field_1007_j,isFirst,"Indicates this is the origin"
*,*,*,PathPoint,*,field_1008_i,previous,"The point preceding this in its assigned path"
*,*,*,PathPoint,*,field_1009_h,distanceToTarget,"The distance to the target"
*,*,*,Packet23VehicleSpawn,*,field_100_d,zPosition,"The Z position of the object."
*,*,*,PathPoint,*,field_1010_g,distanceToNext,"The linear distance to the next point"
*,*,*,PathPoint,*,field_1011_f,totalPathDistance,"The distance along the path to this point"
*,*,*,PathPoint,*,field_1012_e,index,"The index of this point in its assigned path"
*,*,*,PathPoint,*,field_1013_d,hash,"A hash of the coordinates used to identify this point"
*,*,*,PathPoint,*,field_1014_c,zCoord,"The z coordinate of this point"
*,*,*,PathPoint,*,field_1015_b,yCoord,"The y coordinate of this point"
*,*,*,PathPoint,*,field_1016_a,xCoord,"The x coordinate of this point"
*,*,*,NextTickListEntry,*,field_1017_b,yCoord,"Y position this tick is occuring at"
*,*,*,NextTickListEntry,*,field_1018_a,xCoord,"X position this tick is occuring at"
*,*,*,NextTickListEntry,*,field_1019_g,tickEntryID,"The id of the tick entry"
*,*,*,Packet23VehicleSpawn,*,field_101_c,yPosition,"The Y position of the object."
*,*,*,NextTickListEntry,*,field_1020_f,nextTickEntryID,"The id number for the next tick entry"
*,*,*,NextTickListEntry,*,field_1021_e,scheduledTime,"Time this tick is scheduled to occur at"
*,*,*,NextTickListEntry,*,field_1022_d,blockID,"blockID of the scheduled tick (ensures when the tick occurs its still for this block)"
*,*,*,NextTickListEntry,*,field_1023_c,zCoord,"Z position this tick is occuring at"
*,*,*,HashEntry2,*,field_1024_b,value,"the value held by the hash at the specified key"
*,*,*,HashEntry2,*,field_1025_a,key,"the key as a long (for playerInstances it is the x in the most significant 32 bits and then y)"
*,*,*,HashEntry2,*,field_1026_d,field_1026_d,""
*,*,*,HashEntry2,*,field_1027_c,nextEntry,"the next hashentry in the table"
*,*,*,StepSound,*,field_1028_b,field_1028_b,""
*,*,*,StepSound,*,field_1029_a,field_1029_a,""
*,*,*,Packet50PreChunk,*,field_102_b,yPosition,"The Y position of the chunk."
*,*,*,StepSound,*,field_1030_c,field_1030_c,""
*,*,*,ThreadSleepForever,*,field_1031_a,mc,"A reference to the Minecraft object."
*,*,*,ThreadCommandReader,*,field_1032_a,mcServer,"Reference to the MinecraftServer object."
*,*,*,ThreadServerApplication,*,field_1033_a,mcServer,"Reference to the MinecraftServer object."
*,*,*,NetworkManager,*,field_1034_t,chunkDataSendCounter,"Counter used to prevent us from sending too many chunk data packets one after another. The delay appears to be set to 50."
*,*,*,NetworkManager,*,field_1035_s,sendQueueByteLength,"The length in bytes of the packets in both send queues (data and chunkData)."
*,*,*,NetworkManager,*,field_1036_r,timeSinceLastRead,"Counter used to detect read timeouts after 1200 failed attempts to read a packet."
*,*,*,NetworkManager,*,field_1037_q,terminationReason,"A String indicating why the network has shutdown."
*,*,*,NetworkManager,*,field_1038_p,isTerminating,"Whether this network manager is currently terminating (and should ignore further errors)."
*,*,*,NetworkManager,*,field_1039_o,readThread,"The thread used for reading."
*,*,*,Packet50PreChunk,*,field_103_a,xPosition,"The X position of the chunk."
*,*,*,NetworkManager,*,field_1040_n,writeThread,"The thread used for writing."
*,*,*,NetworkManager,*,field_1041_m,isServerTerminating,"Whether this server is currently terminating. If this is a client, this is always false."
*,*,*,NetworkManager,*,field_1042_l,netHandler,"A reference to the NetHandler object."
*,*,*,NetworkManager,*,field_1043_k,chunkDataPackets,"Linked list of packets with chunk data that are awaiting sending."
*,*,*,NetworkManager,*,field_1044_j,dataPackets,"Linked list of packets awaiting sending."
*,*,*,NetworkManager,*,field_1045_i,readPackets,"Linked list of packets that have been read and are awaiting processing."
*,*,*,NetworkManager,*,field_1046_h,isRunning,"Whether the network is currently operational."
*,*,*,NetworkManager,*,field_1047_g,socketOutputStream,"The output stream connected to the socket."
*,*,*,NetworkManager,*,field_1048_f,socketInputStream,"The input stream connected to the socket."
*,*,*,NetworkManager,*,field_1049_e,networkSocket,"The socket used by this network manager."
*,*,*,Packet50PreChunk,*,field_104_c,mode,"If mode is true (1) the client will initialise the chunk. If it is false (0) the client will unload the chunk."
*,*,*,NetworkManager,*,field_1050_d,sendQueueLock,"The object used for synchronization on the send queue."
*,*,*,NetworkManager,*,field_1051_c,numWriteThreads,"The number of write threads spawned. Not really used on client side."
*,*,*,NetworkManager,*,field_1052_b,numReadThreads,"The number of read threads spawned. Not really used on client side."
*,*,*,NetworkManager,*,field_1053_a,threadSyncObject,"Synchronization object used for read and write threads."
*,*,*,Vec3D,*,field_1054_b,yCoord,"Y coordinate of Vec3D"
*,*,*,Vec3D,*,field_1055_a,xCoord,"X coordinate of Vec3D"
*,*,*,Vec3D,*,field_1056_e,nextVector,"Next empty index in the vectorList. We don't ever seem to remove vectors from the list, however."
*,*,*,Vec3D,*,field_1057_d,vectorList,"ArrayList of all created vectors"
*,*,*,Vec3D,*,field_1058_c,zCoord,"Z coordinate of Vec3D"
*,*,*,ServerCommand,*,field_1059_b,commandListener,"The CommandListener object associated with this command."
*,*,*,Packet51MapChunk,*,field_105_b,yPosition,"Block Y position."
*,*,*,ServerCommand,*,field_1060_a,command,"The command string."
*,*,*,PlayerInstance,*,field_1061_m,maxZ,"highest z of a changed block"
*,*,*,PlayerInstance,*,field_1062_l,minZ,"lowest z of a changed block"
*,*,*,PlayerInstance,*,field_1063_k,maxY,"highest y of a changed block"
*,*,*,PlayerInstance,*,field_1064_j,minY,"lowest y of a changed block"
*,*,*,PlayerInstance,*,field_1065_i,maxX,"highest x of a changed block"
*,*,*,PlayerInstance,*,field_1066_h,minX,"lowest x of a changed block"
*,*,*,PlayerInstance,*,field_1067_g,numBlocksToUpdate,"the number of blocks that need to be updated next tick"
*,*,*,PlayerInstance,*,field_1068_f,blocksToUpdate,"array of blocks to update this tick"
*,*,*,PlayerInstance,*,field_1069_e,currentChunk,"the chunk the player currently resides in"
*,*,*,Packet51MapChunk,*,field_106_a,xPosition,"Block X position."
